customer_id,age,income_band,loyalty_tier,city,customer_value_factor,frequency,total_units,monetary,average_order_value,average_discount,cluster,segment
C0492,58,High,Gold,Kochi,1.5525,76,229,3478104.48,45764.53263157895,0.018960526315789473,1,Low Value
C0493,53,Low,Bronze,Thrissur,0.765,81,277,5969986.1,73703.53209876543,0.016049382716049384,0,VIP
C0494,46,Low,Gold,Kozhikode,0.9775,74,227,4062950.4,54904.73513513513,0.014864864864864866,3,Regular
C0495,31,Medium,Silver,Kozhikode,1.0,69,227,3958665.51,57371.96391304347,0.014115942028985506,1,Low Value
C0496,37,High,Silver,Thrissur,1.35,71,252,3695302.9699999997,52046.520704225346,0.023056338028169015,1,Low Value
C0497,23,Medium,Bronze,Kozhikode,0.9,84,279,5613867.71,66831.75845238095,0.01805952380952381,0,VIP
C0498,35,Low,Gold,Kozhikode,0.9775,64,213,3460810.44,54075.163125,0.01890625,1,Low Value
C0499,61,Low,Platinum,Kozhikode,1.105,90,343,4809562.18,53439.57977777778,0.006855555555555556,3,Regular
C0500,38,Medium,Gold,Kozhikode,1.15,73,250,5391725.34,73859.2512328767,0.016054794520547946,2,High Value
C0501,23,Medium,Gold,Thrissur,1.15,85,282,5922518.79,69676.69164705882,0.014129411764705883,0,VIP
C0502,48,Medium,Platinum,Malappuram,1.3,60,200,3883762.2399999998,64729.37066666666,0.0072833333333333335,1,Low Value
C0503,63,Low,Bronze,Kannur,0.765,71,251,5038274.3,70961.60985915492,0.007661971830985916,2,High Value
C0504,58,Medium,Silver,Thrissur,1.0,72,270,4444209.38,61725.130277777775,0.025750000000000002,3,Regular
C0505,30,High,Silver,Kochi,1.35,61,257,4187331.0,68644.77049180328,0.013065573770491805,2,High Value
C0506,39,Medium,Platinum,Kozhikode,1.3,71,204,4901448.08,69034.48,0.01291549295774648,2,High Value
C0507,42,Medium,Bronze,Kozhikode,0.9,66,230,4377640.88,66327.89212121212,0.016393939393939395,2,High Value
C0508,29,Low,Silver,Malappuram,0.85,63,210,2973717.84,47201.870476190474,0.011555555555555555,1,Low Value
C0509,30,Medium,Gold,Kozhikode,1.15,69,224,4068859.4,58968.9768115942,0.004826086956521739,1,Low Value
C0510,29,Medium,Bronze,Kannur,0.9,69,205,4118894.23,59694.11927536232,0.023681159420289855,1,Low Value
C0511,64,Medium,Gold,Kozhikode,1.15,71,251,3631823.21,51152.439577464786,0.027619718309859157,1,Low Value
C0512,53,High,Bronze,Malappuram,1.215,67,219,3787869.6,56535.36716417911,0.012940298507462686,1,Low Value
C0513,57,High,Platinum,Kochi,1.755,65,191,4633230.19,71280.46446153848,0.019769230769230768,2,High Value
C0514,56,High,Gold,Kannur,1.5525,73,265,4588087.37,62850.511917808224,0.012671232876712329,3,Regular
C0515,63,High,Bronze,Kannur,1.215,81,303,4866953.72,60085.84839506172,0.006851851851851851,3,Regular
C0516,22,High,Gold,Thrissur,1.5525,59,251,3736281.06,63326.79762711864,0.033745762711864406,1,Low Value
C0517,59,Low,Bronze,Kozhikode,0.765,72,251,4074216.92,56586.34611111111,0.017569444444444443,3,Regular
C0518,21,Low,Silver,Kochi,0.85,85,295,4924993.49,57941.099882352944,0.024800000000000003,0,VIP
C0519,40,Medium,Silver,Thrissur,1.0,68,222,4209257.25,61900.841911764706,0.02277941176470588,1,Low Value
C0520,45,Medium,Gold,Malappuram,1.15,69,218,4461418.04,64658.232463768116,0.011420289855072464,2,High Value
C0521,34,Low,Bronze,Kannur,0.765,90,309,4984983.98,55388.71088888889,0.01421111111111111,3,Regular
C0522,24,High,Bronze,Thrissur,1.215,79,272,5490706.62,69502.61544303798,0.018,0,VIP
C0523,27,Medium,Gold,Malappuram,1.15,54,165,3280546.51,60750.861296296294,0.01412962962962963,1,Low Value
C0524,56,Medium,Silver,Kannur,1.0,59,181,4325283.96,73309.89762711864,0.010033898305084745,2,High Value
C0525,32,Low,Silver,Kannur,0.85,57,204,3816617.18,66958.19614035088,0.021105263157894735,1,Low Value
C0526,32,Medium,Bronze,Malappuram,0.9,77,284,4738547.22,61539.57428571428,0.0195974025974026,3,Regular
C0527,61,Low,Bronze,Kochi,0.765,77,274,4545525.99,59032.80506493507,0.011974025974025974,3,Regular
C0528,24,High,Gold,Kochi,1.5525,77,291,4906568.25,63721.66558441558,0.010935064935064935,3,Regular
C0529,61,Medium,Bronze,Malappuram,0.9,72,260,4119856.95,57220.23541666667,0.02288888888888889,3,Regular
C0530,61,Medium,Bronze,Malappuram,0.9,52,182,3119038.01,59981.500192307685,0.016903846153846155,1,Low Value
C0531,46,Medium,Platinum,Kochi,1.3,78,298,4760021.08,61025.91128205128,0.0050384615384615385,3,Regular
C0532,25,Medium,Bronze,Kochi,0.9,81,292,3996300.54,49337.043703703705,0.01732098765432099,3,Regular
C0533,25,Medium,Gold,Thrissur,1.15,73,291,4429160.57,60673.43246575343,0.015684931506849315,3,Regular
C0534,31,Medium,Bronze,Thrissur,0.9,77,240,3320973.18,43129.52181818182,0.026246753246753244,1,Low Value
C0535,45,Medium,Gold,Kochi,1.15,73,235,4008636.92,54912.83452054794,0.014260273972602738,3,Regular
C0536,25,Low,Gold,Malappuram,0.9775,76,278,4474957.43,58881.018815789466,0.023289473684210527,3,Regular
C0537,39,High,Gold,Kochi,1.5525,79,263,5456398.93,69068.34088607595,0.018151898734177215,0,VIP
C0538,23,Low,Bronze,Thrissur,0.765,64,217,3573006.95,55828.23359375,0.0153125,1,Low Value
C0539,43,High,Silver,Kannur,1.35,63,220,4529226.32,71892.48126984127,0.021968253968253967,2,High Value
C0540,18,Low,Gold,Kannur,0.9775,72,238,4674542.9,64924.20694444445,0.028097222222222225,2,High Value
C0541,51,Medium,Bronze,Malappuram,0.9,66,256,4426351.1,67065.92575757575,0.021030303030303028,2,High Value
C0542,20,High,Bronze,Thrissur,1.215,73,254,4869255.98,66702.13671232878,0.01919178082191781,2,High Value
C0543,27,Low,Bronze,Kannur,0.765,75,227,4640337.25,61871.16333333333,0.020746666666666667,2,High Value
C0544,26,Medium,Platinum,Thrissur,1.3,78,250,3404065.22,43641.861794871795,0.02085897435897436,3,Regular
C0545,57,Medium,Gold,Malappuram,1.15,77,275,5058239.54,65691.4225974026,0.024415584415584415,0,VIP
C0546,20,Low,Silver,Thrissur,0.85,68,196,4093376.33,60196.71073529412,0.026,1,Low Value
C0547,38,Medium,Gold,Malappuram,1.15,69,231,4246703.43,61546.42652173913,0.018101449275362322,2,High Value
C0548,45,High,Silver,Kannur,1.35,83,238,5393206.48,64978.39132530121,0.012831325301204819,0,VIP
C0549,42,High,Silver,Malappuram,1.35,70,237,3421006.58,48871.52257142857,0.013300000000000001,1,Low Value
C0550,49,Medium,Silver,Kannur,1.0,86,304,5663777.66,65857.87976744186,0.012348837209302327,0,VIP
C0551,55,Medium,Silver,Kochi,1.0,68,227,3734724.03,54922.41220588235,0.014720588235294116,1,Low Value
C0552,36,Low,Bronze,Kochi,0.765,68,241,5222580.82,76802.65911764707,0.020911764705882352,2,High Value
C0553,56,Low,Gold,Kochi,0.9775,70,235,4653915.65,66484.50928571429,0.01577142857142857,2,High Value
C0554,32,Low,Gold,Malappuram,0.9775,66,220,4816531.29,72977.74681818183,0.02487878787878788,2,High Value
C0555,64,High,Bronze,Thrissur,1.215,70,239,4404874.69,62926.78128571429,0.012885714285714287,2,High Value
C0556,41,High,Silver,Kozhikode,1.35,58,217,3701929.94,63826.378275862065,0.022344827586206897,1,Low Value
C0557,52,Medium,Bronze,Kochi,0.9,58,208,3311083.1,57087.63965517242,0.013431034482758621,1,Low Value
C0558,59,Medium,Platinum,Kannur,1.3,57,216,3772193.65,66178.83596491227,0.0072280701754385964,1,Low Value
C0559,55,Medium,Gold,Thrissur,1.15,77,291,5026154.95,65274.73961038961,0.011181818181818182,0,VIP
C0560,58,Medium,Platinum,Thrissur,1.3,73,265,3589713.34,49174.155342465754,0.017767123287671233,3,Regular
C0561,43,Medium,Bronze,Malappuram,0.9,76,262,4400921.88,57906.866842105264,0.009894736842105263,3,Regular
C0562,20,Medium,Bronze,Malappuram,0.9,68,252,5926423.24,87153.28294117647,0.016205882352941174,2,High Value
C0563,41,Low,Bronze,Kochi,0.765,80,285,5412556.79,67656.959875,0.014724999999999999,0,VIP
C0564,26,Low,Bronze,Kochi,0.765,61,206,3934363.02,64497.754426229505,0.023672131147540982,1,Low Value
C0565,59,High,Bronze,Kannur,1.215,88,285,5833851.11,66293.76261363637,0.014329545454545454,0,VIP
C0566,29,Medium,Bronze,Kozhikode,0.9,78,293,5644313.7,72362.99615384615,0.018,0,VIP
C0567,28,High,Platinum,Thrissur,1.755,74,269,5211501.48,70425.69567567568,0.02181081081081081,0,VIP
C0568,29,Low,Bronze,Thrissur,0.765,75,253,4066673.32,54222.310933333334,0.013173333333333334,3,Regular
C0569,48,Medium,Bronze,Kozhikode,0.9,60,212,3866634.45,64443.9075,0.01325,1,Low Value
C0570,44,Low,Gold,Kozhikode,0.9775,75,242,5612654.51,74835.39346666666,0.01208,0,VIP
C0571,62,Medium,Silver,Thrissur,1.0,89,338,4656439.54,52319.54539325843,0.009235955056179777,3,Regular
C0572,37,Low,Gold,Kochi,0.9775,65,222,3748541.04,57669.86215384615,0.009938461538461538,1,Low Value
C0573,31,Low,Silver,Malappuram,0.85,73,257,5246961.81,71876.18917808219,0.015273972602739726,2,High Value
C0574,20,High,Gold,Kannur,1.5525,86,294,5305219.8,61688.60232558139,0.019337209302325582,0,VIP
C0575,18,Medium,Silver,Thrissur,1.0,57,180,3686316.45,64672.21842105263,0.011719298245614036,1,Low Value
C0576,35,Medium,Silver,Thrissur,1.0,59,200,3964437.05,67193.84830508474,0.04006779661016949,1,Low Value
C0577,61,Medium,Gold,Kochi,1.15,75,259,5988250.34,79843.33786666667,0.010093333333333333,0,VIP
C0578,42,Medium,Silver,Kochi,1.0,78,262,4541868.66,58229.085384615384,0.007333333333333332,3,Regular
C0579,59,Medium,Bronze,Kozhikode,0.9,80,265,4801691.68,60021.14599999999,0.0141125,3,Regular
C0580,22,Low,Silver,Kozhikode,0.85,55,215,3302536.51,60046.11836363636,0.015109090909090909,1,Low Value
C0581,22,High,Bronze,Kochi,1.215,77,303,5749827.7299999995,74673.08740259739,0.02242857142857143,0,VIP
C0582,57,High,Gold,Kannur,1.5525,81,292,5078351.34,62695.695555555554,0.013296296296296296,0,VIP
C0583,23,Medium,Bronze,Kochi,0.9,59,219,5035377.97,85345.3893220339,0.01876271186440678,2,High Value
C0584,20,Medium,Bronze,Thrissur,0.9,71,215,3459759.05,48729.00070422535,0.022563380281690137,1,Low Value
C0585,36,Low,Bronze,Malappuram,0.765,66,223,4512299.87,68368.17984848486,0.019439393939393937,2,High Value
C0586,61,High,Gold,Thrissur,1.5525,69,239,5015219.6,72684.3420289855,0.02644927536231884,2,High Value
C0587,50,Medium,Bronze,Kozhikode,0.9,84,304,4637704.09,55210.762976190475,0.009797619047619048,3,Regular
C0588,22,Low,Silver,Kozhikode,0.85,50,184,2568964.3,51379.28599999999,0.02092,1,Low Value
C0589,57,Medium,Gold,Thrissur,1.15,73,289,4962350.2,67977.40000000001,0.007931506849315068,0,VIP
C0590,57,Medium,Bronze,Kozhikode,0.9,67,224,4169855.35,62236.64701492537,0.02125373134328358,1,Low Value
C0591,55,Medium,Gold,Thrissur,1.15,65,220,3537719.15,54426.44846153846,0.028092307692307694,1,Low Value
C0592,60,Medium,Bronze,Kochi,0.9,54,220,3679349.7,68136.10555555556,0.01462962962962963,1,Low Value
C0593,29,Medium,Bronze,Kochi,0.9,69,247,4058061.21,58812.48130434783,0.014550724637681159,3,Regular
C0594,64,Low,Silver,Thrissur,0.85,63,219,4423056.41,70207.24460317461,0.01,2,High Value
C0595,33,High,Gold,Thrissur,1.5525,89,304,6230664.4799999995,70007.46606741572,0.01648314606741573,0,VIP
C0596,55,Medium,Bronze,Kochi,0.9,74,261,4997519.3,67534.0445945946,0.02141891891891892,2,High Value
C0597,45,Medium,Silver,Kannur,1.0,78,271,5184291.31,66465.2732051282,0.010064102564102563,0,VIP
C0598,54,Low,Bronze,Kochi,0.765,64,226,3633949.18,56780.4559375,0.008968750000000001,1,Low Value
C0599,47,High,Silver,Kannur,1.35,60,206,4378506.0600000005,72975.10100000001,0.009800000000000001,2,High Value
C0600,48,Medium,Silver,Thrissur,1.0,73,276,4646242.62,63647.15917808219,0.012164383561643836,3,Regular
C0601,46,Low,Silver,Kannur,0.85,74,299,4969920.43,67161.08689189189,0.01968918918918919,0,VIP
C0602,54,Medium,Silver,Kannur,1.0,62,225,3685634.34,59445.71516129032,0.017548387096774195,1,Low Value
C0603,52,Low,Bronze,Kozhikode,0.765,80,327,5848839.04,73110.488,0.026275,0,VIP
C0604,24,Low,Silver,Thrissur,0.85,68,227,4897985.78,72029.20264705883,0.012808823529411765,2,High Value
C0605,56,Medium,Silver,Kozhikode,1.0,56,194,3304249.57,59004.456607142856,0.018839285714285715,1,Low Value
C0606,43,Medium,Silver,Malappuram,1.0,62,217,3918140.58,63195.81580645162,0.01485483870967742,1,Low Value
C0607,33,High,Bronze,Kozhikode,1.215,63,234,4403642.31,69899.08428571429,0.018555555555555558,2,High Value
C0608,42,Medium,Silver,Malappuram,1.0,80,284,4930262.87,61628.285875,0.0270625,0,VIP
C0609,63,Medium,Silver,Kannur,1.0,63,190,3568889.05,56649.032539682536,0.022126984126984127,1,Low Value
C0610,58,Medium,Bronze,Malappuram,0.9,62,233,3623803.7,58448.44677419355,0.004112903225806452,1,Low Value
C0611,57,Medium,Bronze,Kochi,0.9,62,201,4524465.35,72975.24758064515,0.012806451612903226,2,High Value
C0612,39,Medium,Silver,Kozhikode,1.0,61,202,3622174.59,59379.91131147541,0.010819672131147541,1,Low Value
C0613,54,Medium,Gold,Thrissur,1.15,71,261,4936675.11,69530.63535211269,0.013253521126760565,2,High Value
C0614,36,High,Bronze,Malappuram,1.215,64,209,4811716.62,75183.0721875,0.010187499999999999,2,High Value
C0615,50,Medium,Gold,Malappuram,1.15,70,273,4143714.53,59195.92185714286,0.018600000000000002,3,Regular
C0616,48,Low,Silver,Malappuram,0.85,65,242,4198367.76,64590.27323076923,0.01673846153846154,2,High Value
C0617,29,Medium,Gold,Kozhikode,1.15,68,254,3220846.34,47365.38735294117,0.01729411764705882,1,Low Value
C0618,30,High,Silver,Malappuram,1.35,77,279,4438529.37,57643.23857142857,0.006727272727272728,3,Regular
C0619,20,Low,Silver,Thrissur,0.85,81,295,4935234.79,60928.82456790123,0.022358024691358024,0,VIP
C0620,24,Medium,Silver,Kannur,1.0,67,275,3745160.6,55897.91940298508,0.019880597014925373,3,Regular
C0621,38,High,Platinum,Thrissur,1.755,79,296,4977563.69,63007.1353164557,0.01810126582278481,0,VIP
C0622,40,Medium,Silver,Kannur,1.0,67,250,4743141.3,70793.15373134328,0.025567164179104478,2,High Value
C0623,25,High,Silver,Kannur,1.35,75,275,5237575.55,69834.34066666667,0.01724,0,VIP
C0624,37,Medium,Silver,Kochi,1.0,69,279,4134008.47,59913.16623188406,0.007449275362318841,3,Regular
C0625,46,Medium,Gold,Kozhikode,1.15,73,240,3822348.79,52360.94232876712,0.007972602739726027,3,Regular
C0626,28,Medium,Bronze,Kozhikode,0.9,81,288,5402308.54,66695.16716049383,0.01908641975308642,0,VIP
C0627,33,High,Silver,Kochi,1.35,68,247,3767933.77,55410.79073529412,0.013970588235294118,1,Low Value
C0628,35,Medium,Silver,Kochi,1.0,87,292,5527567.43,63535.25781609195,0.017413793103448275,0,VIP
C0629,41,Medium,Platinum,Thrissur,1.3,63,210,4353625.73,69105.17031746033,0.016142857142857143,2,High Value
C0630,35,Medium,Silver,Kozhikode,1.0,81,273,5691355.46,70263.64765432099,0.02280246913580247,0,VIP
C0631,52,Medium,Silver,Kochi,1.0,65,219,3275435.53,50391.31584615384,0.015953846153846152,1,Low Value
C0632,33,Medium,Platinum,Kozhikode,1.3,70,228,5305988.71,75799.83871428571,0.01582857142857143,2,High Value
C0633,38,Medium,Silver,Kozhikode,1.0,65,242,4461550.13,68639.23276923077,0.01323076923076923,2,High Value
C0634,35,High,Bronze,Kochi,1.215,62,226,3731405.87,60183.96564516129,0.011177419354838711,1,Low Value
C0635,26,Medium,Bronze,Kochi,0.9,83,257,5343834.88,64383.55277108434,0.01783132530120482,0,VIP
C0636,50,Medium,Bronze,Thrissur,0.9,69,222,3690247.09,53481.84188405797,0.017608695652173913,1,Low Value
C0637,29,Medium,Bronze,Kannur,0.9,53,189,2949322.55,55647.59528301886,0.012981132075471698,1,Low Value
C0638,31,Medium,Silver,Malappuram,1.0,62,202,3359941.27,54192.60112903226,0.020774193548387096,1,Low Value
C0639,55,Medium,Gold,Thrissur,1.15,74,274,4534767.24,61280.63837837838,0.015635135135135137,3,Regular
C0640,62,Low,Gold,Kannur,0.9775,80,267,4252701.7,53158.771250000005,0.015312500000000001,3,Regular
C0641,49,Low,Bronze,Kannur,0.765,82,304,4742564.88,57836.15707317073,0.013780487804878047,3,Regular
C0642,61,Medium,Silver,Kochi,1.0,69,273,3832371.73,55541.61927536232,0.009014492753623189,3,Regular
C0643,58,Medium,Bronze,Kannur,0.9,90,335,5110543.65,56783.818333333336,0.02141111111111111,0,VIP
C0644,40,Medium,Platinum,Kochi,1.3,74,229,4379681.1,59184.87972972973,0.011756756756756756,3,Regular
C0645,54,Low,Bronze,Kochi,0.765,69,238,4825965.59,69941.53028985507,0.02346376811594203,2,High Value
C0646,33,Medium,Silver,Malappuram,1.0,76,306,4511678.66,59364.19289473684,0.019657894736842107,3,Regular
C0647,39,Low,Bronze,Thrissur,0.765,76,277,5476570.07,72060.1325,0.018394736842105262,0,VIP
C0648,43,Medium,Silver,Kochi,1.0,74,251,5624478.4,76006.46486486487,0.009135135135135135,0,VIP
C0649,63,High,Silver,Kozhikode,1.35,75,250,4277481.26,57033.08346666666,0.01748,3,Regular
C0650,57,Low,Gold,Kozhikode,0.9775,57,215,2926017.12,51333.63368421053,0.013666666666666667,1,Low Value
C0651,40,Medium,Bronze,Kozhikode,0.9,71,238,4168785.75,58715.292253521126,0.022126760563380282,1,Low Value
C0652,48,Low,Gold,Kannur,0.9775,74,267,3980153.36,53785.85621621621,0.004135135135135135,3,Regular
C0653,27,Medium,Silver,Kozhikode,1.0,63,204,5435200.93,86273.03063492064,0.0054285714285714284,2,High Value
C0654,55,Low,Gold,Kozhikode,0.9775,70,280,2704707.08,38638.67257142857,0.009371428571428572,3,Regular
C0655,43,Medium,Gold,Kochi,1.15,72,242,3054102.88,42418.095555555556,0.008486111111111111,1,Low Value
C0656,43,Medium,Platinum,Kochi,1.3,74,233,4406371.01,59545.554189189184,0.01018918918918919,3,Regular
C0657,54,High,Bronze,Kochi,1.215,64,262,2879122.64,44986.29125,0.02571875,1,Low Value
C0658,47,Low,Bronze,Malappuram,0.765,75,272,4929755.08,65730.06773333333,0.015199999999999998,0,VIP
C0659,21,Medium,Bronze,Malappuram,0.9,72,225,5117475.78,71076.0525,0.02704166666666667,2,High Value
C0660,31,Medium,Bronze,Malappuram,0.9,64,225,4103970.44,64124.538125,0.0165625,2,High Value
C0661,26,High,Silver,Kannur,1.35,77,284,6501061.73,84429.37311688313,0.012935064935064935,0,VIP
C0662,52,Medium,Platinum,Malappuram,1.3,85,314,4331041.42,50953.42847058823,0.016447058823529412,3,Regular
C0663,19,Medium,Platinum,Kochi,1.3,87,318,4722457.09,54281.11597701149,0.006678160919540229,3,Regular
C0664,27,Medium,Silver,Kozhikode,1.0,53,169,3198967.0,60357.8679245283,0.0149811320754717,1,Low Value
C0665,46,Medium,Silver,Kozhikode,1.0,79,256,5041599.11,63817.71025316456,0.007265822784810126,3,Regular
C0666,50,High,Gold,Kannur,1.5525,79,269,5408365.18,68460.31873417721,0.014746835443037976,0,VIP
C0667,41,Medium,Platinum,Kozhikode,1.3,79,256,5972007.55,75595.03227848101,0.0170126582278481,0,VIP
C0668,58,Medium,Bronze,Kochi,0.9,83,318,3903945.21,47035.48445783133,0.01510843373493976,3,Regular
C0669,61,Low,Silver,Thrissur,0.85,74,263,4161710.92,56239.336756756755,0.02862162162162162,3,Regular
C0670,24,Medium,Gold,Malappuram,1.15,79,250,5448201.13,68964.57126582279,0.010962025316455697,0,VIP
C0671,62,High,Bronze,Kochi,1.215,68,268,5135457.8,75521.43823529412,0.014161764705882353,2,High Value
C0672,46,Medium,Silver,Thrissur,1.0,63,226,4514311.12,71655.73206349206,0.010222222222222223,2,High Value
C0673,47,Medium,Platinum,Kozhikode,1.3,64,219,3980290.34,62192.0365625,0.007734375,1,Low Value
C0674,22,High,Platinum,Kannur,1.755,83,302,5377001.91,64783.15554216868,0.016012048192771085,0,VIP
C0675,47,High,Gold,Kannur,1.5525,66,219,4606160.4,69790.3090909091,0.006924242424242425,2,High Value
C0676,52,Medium,Gold,Kozhikode,1.15,63,229,4782356.6899999995,75910.42365079364,0.019761904761904765,2,High Value
C0677,45,Medium,Bronze,Malappuram,0.9,78,265,4368838.83,56010.754230769235,0.010692307692307692,3,Regular
C0678,21,Medium,Bronze,Malappuram,0.9,62,212,3394770.9699999997,54754.37048387096,0.018129032258064514,1,Low Value
C0679,42,Medium,Silver,Thrissur,1.0,68,225,4687449.4799999995,68933.08058823529,0.020999999999999998,2,High Value
C0680,61,Medium,Silver,Kochi,1.0,71,228,4027153.25,56720.468309859156,0.01840845070422535,1,Low Value
C0681,52,Low,Silver,Kozhikode,0.85,71,250,3904922.74,54998.91183098592,0.00804225352112676,3,Regular
C0682,24,High,Silver,Kochi,1.35,73,240,5381055.93,73713.09493150684,0.010794520547945207,2,High Value
C0683,63,High,Silver,Thrissur,1.35,69,258,4678465.46,67803.84724637681,0.010869565217391304,2,High Value
C0684,63,High,Gold,Kochi,1.5525,62,193,3245054.01,52339.58080645161,0.0202741935483871,1,Low Value
C0685,25,High,Bronze,Malappuram,1.215,68,223,3657767.09,53790.6925,0.016735294117647057,1,Low Value
C0686,55,Medium,Bronze,Thrissur,0.9,67,187,3424137.65,51106.53208955224,0.010208955223880599,1,Low Value
C0687,37,Medium,Bronze,Kannur,0.9,76,283,5035740.37,66259.74171052632,0.018828947368421053,0,VIP
C0688,45,Medium,Bronze,Kozhikode,0.9,79,290,4223311.1,53459.634177215186,0.018329113924050632,3,Regular
C0689,38,Medium,Gold,Kochi,1.15,83,278,6486775.77,78153.92493975903,0.016614457831325303,0,VIP
C0690,54,Medium,Silver,Thrissur,1.0,63,217,4107244.12,65194.351111111115,0.016999999999999998,2,High Value
C0691,64,Low,Bronze,Kochi,0.765,79,273,5312809.47,67250.75278481012,0.01350632911392405,0,VIP
C0692,55,Medium,Gold,Kochi,1.15,65,217,4316518.12,66407.97107692307,0.025215384615384615,2,High Value
C0693,61,Medium,Silver,Kannur,1.0,49,155,4182748.18,85362.20775510205,0.0012448979591836735,2,High Value
C0694,62,Medium,Bronze,Kannur,0.9,69,212,4214069.5,61073.47101449275,0.020956521739130433,1,Low Value
C0695,22,Medium,Bronze,Thrissur,0.9,79,281,4713995.03,59670.82316455697,0.028620253164556964,3,Regular
C0696,29,Medium,Bronze,Kannur,0.9,71,259,4619583.69,65064.559014084516,0.010225352112676056,2,High Value
C0697,51,Low,Silver,Kochi,0.85,83,316,5294039.95,63783.61385542169,0.009987951807228916,0,VIP
C0698,45,High,Bronze,Kochi,1.215,67,265,3916636.62,58457.26298507463,0.018044776119402986,3,Regular
C0699,20,High,Bronze,Kozhikode,1.215,88,303,4586195.74,52115.86068181819,0.010772727272727272,3,Regular
C0700,22,Low,Bronze,Kochi,0.765,67,224,4774905.84,71267.25134328358,0.016194029850746267,2,High Value
C0701,42,Low,Silver,Kannur,0.85,57,179,3117212.46,54687.93789473684,0.009596491228070174,1,Low Value
C0702,46,Medium,Bronze,Kochi,0.9,73,247,4249257.07,58209.000958904115,0.02438356164383562,3,Regular
C0703,25,Medium,Gold,Malappuram,1.15,76,285,2965651.98,39021.73657894737,0.021539473684210525,3,Regular
C0704,26,High,Bronze,Kannur,1.215,76,251,3929105.01,51698.75013157894,0.020434210526315787,3,Regular
C0705,24,Low,Silver,Thrissur,0.85,84,266,4917855.81,58545.9025,0.019857142857142858,3,Regular
C0706,44,Medium,Silver,Kozhikode,1.0,57,191,3400852.32,59664.07578947368,0.01810526315789474,1,Low Value
C0707,18,Low,Silver,Malappuram,0.85,86,289,4439112.86,51617.59139534884,0.01327906976744186,3,Regular
C0708,44,Medium,Bronze,Malappuram,0.9,79,304,4048830.5,51251.01898734177,0.013468354430379748,3,Regular
C0709,40,High,Gold,Thrissur,1.5525,86,323,7341794.7,85369.7058139535,0.01077906976744186,0,VIP
C0710,39,Low,Gold,Malappuram,0.9775,62,199,3312760.95,53431.62822580645,0.02829032258064516,1,Low Value
C0711,49,Low,Bronze,Kozhikode,0.765,68,219,4942262.17,72680.32602941176,0.02875,2,High Value
C0712,42,Medium,Bronze,Thrissur,0.9,69,246,4885678.74,70806.93826086957,0.005478260869565217,2,High Value
C0713,52,Medium,Gold,Kannur,1.15,86,290,5979327.28,69527.06139534884,0.021767441860465118,0,VIP
C0714,53,High,Silver,Malappuram,1.35,71,276,4274115.1,60198.804225352105,0.012239436619718309,3,Regular
C0715,61,High,Bronze,Kochi,1.215,49,184,2720381.57,55517.99122448979,0.012183673469387755,1,Low Value
C0716,55,Low,Bronze,Malappuram,0.765,72,260,4850148.99,67363.18041666667,0.017208333333333332,2,High Value
C0717,42,Low,Silver,Kannur,0.85,84,290,4635827.0600000005,55188.417380952385,0.01438095238095238,3,Regular
C0718,41,Medium,Gold,Kannur,1.15,79,307,6773410.64,85739.37518987342,0.014455696202531645,0,VIP
C0719,29,Medium,Silver,Malappuram,1.0,76,288,5119842.0,67366.34210526316,0.015539473684210527,0,VIP
C0720,46,High,Platinum,Kochi,1.755,71,257,3824017.43,53859.40042253521,0.015056338028169013,3,Regular
C0721,24,Medium,Silver,Malappuram,1.0,74,256,4830711.63,65279.88689189189,0.010094594594594594,3,Regular
C0722,61,Low,Bronze,Kannur,0.765,71,244,4906594.96,69106.97126760564,0.02043661971830986,2,High Value
C0723,57,High,Silver,Kannur,1.35,65,227,3513157.83,54048.582,0.018584615384615383,1,Low Value
C0724,23,Low,Bronze,Kochi,0.765,70,265,4007457.09,57249.386999999995,0.0095,3,Regular
C0725,54,Medium,Bronze,Kozhikode,0.9,60,175,3649498.1,60824.96833333334,0.01896666666666667,1,Low Value
C0726,23,Medium,Bronze,Malappuram,0.9,62,244,2792049.21,45033.05177419355,0.011903225806451612,1,Low Value
C0727,51,Medium,Bronze,Kochi,0.9,66,240,3472601.04,52615.167272727274,0.01253030303030303,1,Low Value
C0728,22,Medium,Gold,Kannur,1.15,88,294,5588929.45,63510.561931818185,0.015284090909090909,0,VIP
C0729,40,Medium,Bronze,Kochi,0.9,82,338,4813275.04,58698.476097560975,0.013012195121951219,3,Regular
C0730,48,High,Silver,Thrissur,1.35,89,339,5666236.12,63665.574382022474,0.015325842696629212,0,VIP
C0731,52,High,Silver,Kannur,1.35,76,259,5269671.36,69337.78105263159,0.018065789473684212,0,VIP
C0732,37,Medium,Silver,Thrissur,1.0,78,249,5057223.97,64836.20474358974,0.019256410256410256,0,VIP
C0733,61,Low,Gold,Thrissur,0.9775,82,278,5472338.32,66735.83317073171,0.015256097560975608,0,VIP
C0734,54,Medium,Gold,Kozhikode,1.15,57,194,2601810.93,45645.805789473685,0.011754385964912281,1,Low Value
C0735,27,High,Gold,Kannur,1.5525,87,333,4607325.31,52957.76218390804,0.03759770114942529,3,Regular
C0736,49,Medium,Bronze,Malappuram,0.9,61,185,5177301.21,84873.79032786885,0.011360655737704919,2,High Value
C0737,52,Medium,Silver,Kochi,1.0,77,309,6562927.96,85232.83064935065,0.012922077922077922,0,VIP
